Client,Industry,Platform,Content_Type,Topic,Posting_Day,Posting_Time,Reach,Likes,Comments,Shares,Saves,Clicks,Leads,Ad_Spend,Revenue,Performance_Score
Client_710,Beauty,Instagram,Reel,Customer Story,Friday,11,26521,2938,210,316,215,375,36,2500,30595,56.25
Client_711,Technology,YouTube Shorts,Static,Tips & Tricks,Monday,8,15569,1455,83,125,90,131,19,2388,15207,24.39
Client_712,Food,Instagram,Carousel,Behind the Scenes,Monday,11,19427,2249,47,356,156,382,25,1192,10061,39.32
Client_713,Fitness,Facebook,Carousel,Product Education,Sunday,14,10274,515,22,69,50,220,7,3349,6918,8.67
Client_714,Technology,Facebook,Static,Behind the Scenes,Sunday,8,11912,822,37,119,99,76,3,3679,5318,14.52
Client_715,Fitness,Facebook,Carousel,Tips & Tricks,Saturday,17,7261,845,40,151,55,201,12,2747,6091,16.04
Client_716,Fitness,Facebook,Carousel,Tips & Tricks,Thursday,8,8926,797,53,123,85,72,7,3129,9908,15.61
Client_717,Food,Facebook,Carousel,Product Education,Thursday,8,3606,264,18,20,12,102,6,3072,5498,3.5
Client_718,Food,Facebook,Carousel,Customer Story,Sunday,15,6726,307,22,41,20,143,7,4651,11524,5.2
Client_719,Fitness,Facebook,Reel,Tips & Tricks,Saturday,11,18383,2165,45,346,288,340,12,2422,8190,40.25
Client_720,Fashion,YouTube Shorts,Carousel,Product Education,Friday,9,16675,1356,94,187,64,261,16,702,14316,25.25
Client_721,Technology,Facebook,Carousel,Customer Story,Thursday,12,5626,191,14,32,8,113,14,4684,17911,4.24
Client_722,Fitness,YouTube Shorts,Carousel,Behind the Scenes,Thursday,21,27530,2625,112,471,127,190,27,2339,26480,49.51
Client_723,Fitness,YouTube Shorts,Static,Promotion,Friday,19,18634,1897,107,257,184,240,12,2900,16183,35.61
Client_724,Technology,Instagram,Carousel,Behind the Scenes,Thursday,13,8781,615,47,63,29,166,6,3467,9480,9.9
Client_725,Fitness,Instagram,Carousel,Promotion,Tuesday,17,9105,909,40,114,50,104,6,3071,2887,14.14
Client_726,Education,Facebook,Static,Behind the Scenes,Friday,15,14194,1545,32,101,106,267,37,1327,14302,24.41
Client_727,Education,Instagram,Static,Behind the Scenes,Monday,10,17497,1971,146,189,166,331,38,1475,25329,39.49
Client_728,Fitness,YouTube Shorts,Static,Product Education,Saturday,8,14104,1628,121,214,197,224,27,1602,28529,35.58
Client_729,Beauty,YouTube Shorts,Static,Product Education,Tuesday,22,20346,1287,75,127,113,360,36,1293,19967,26.02
Client_730,Education,Facebook,Reel,Tips & Tricks,Friday,22,15623,1655,75,152,124,147,6,2225,8392,25.42
Client_731,Technology,YouTube Shorts,Static,Customer Story,Monday,13,7907,442,21,34,25,225,13,1369,17445,6.97
Client_732,Beauty,Facebook,Reel,Product Education,Tuesday,16,19208,623,46,108,61,479,14,711,10456,13.69
Client_733,Technology,YouTube Shorts,Carousel,Promotion,Friday,10,9591,905,68,59,124,166,6,1620,4164,16.08
Client_734,Technology,Instagram,Static,Behind the Scenes,Saturday,9,12574,756,35,110,86,86,9,814,7059,14.11
Client_735,Beauty,YouTube Shorts,Carousel,Behind the Scenes,Sunday,16,26554,815,22,80,117,579,35,1740,27642,17.62
Client_736,Beauty,Facebook,Carousel,Behind the Scenes,Tuesday,18,11459,1116,22,65,113,117,6,3925,7879,14.8
Client_737,Fitness,Facebook,Static,Tips & Tricks,Tuesday,18,8746,779,23,69,51,107,9,3712,10683,11.04
Client_738,Fitness,Facebook,Carousel,Product Education,Tuesday,9,9874,585,34,38,53,128,5,3761,5904,8.59
Client_739,Education,Facebook,Static,Promotion,Saturday,11,6212,470,34,71,21,150,9,3101,9245,8.54
Client_740,Education,Facebook,Carousel,Customer Story,Monday,12,14930,904,62,81,76,288,14,2189,15575,16.25
Client_741,Fitness,YouTube Shorts,Carousel,Behind the Scenes,Friday,16,6691,683,17,96,95,161,15,903,13439,13.18
Client_742,Technology,YouTube Shorts,Reel,Behind the Scenes,Sunday,16,36901,1868,127,314,142,383,45,611,13034,42.36
Client_743,Fitness,Instagram,Static,Promotion,Sunday,15,5108,291,9,43,19,60,2,3595,5124,3.58
Client_744,Food,YouTube Shorts,Carousel,Product Education,Monday,9,29051,2864,128,148,376,584,28,3704,17505,48.54
Client_745,Technology,Facebook,Carousel,Tips & Tricks,Saturday,8,7490,361,12,48,33,91,3,3828,4753,5.04
Client_746,Education,Facebook,Static,Tips & Tricks,Friday,11,2625,250,19,37,29,42,4,703,4525,4.27
Client_747,Education,Facebook,Carousel,Tips & Tricks,Monday,18,8446,868,68,54,50,224,19,2547,7522,15.35
Client_748,Education,YouTube Shorts,Carousel,Tips & Tricks,Saturday,21,13616,480,23,49,58,352,12,3830,13749,8.76
Client_749,Technology,YouTube Shorts,Reel,Tips & Tricks,Sunday,15,20320,2364,80,259,220,383,45,1167,54545,43.71
Client_750,Education,YouTube Shorts,Reel,Promotion,Tuesday,20,28796,2802,83,299,411,172,13,1898,15880,49.53
Client_751,Education,Instagram,Static,Tips & Tricks,Thursday,14,4242,293,11,49,33,76,7,3544,7148,5.12
Client_752,Food,Facebook,Static,Behind the Scenes,Sunday,17,9207,484,23,83,68,211,27,1608,15581,12.59
Client_753,Beauty,Facebook,Reel,Customer Story,Thursday,10,13385,1598,32,225,98,98,8,1275,6335,24.53
Client_754,Fitness,Instagram,Reel,Customer Story,Saturday,16,15507,484,15,42,67,242,28,3508,28195,10.78
Client_755,Technology,YouTube Shorts,Static,Behind the Scenes,Monday,17,23953,1185,36,146,63,432,46,3637,31763,23.61
Client_756,Fitness,YouTube Shorts,Carousel,Tips & Tricks,Saturday,22,11508,348,11,27,49,234,11,4395,12597,5.85
Client_757,Technology,Instagram,Reel,Behind the Scenes,Friday,20,24258,1757,67,261,116,359,44,4386,29525,35.13
Client_758,Fitness,Facebook,Static,Product Education,Friday,21,4576,480,30,76,48,78,9,1485,10955,9.37
Client_759,Beauty,Facebook,Reel,Product Education,Sunday,13,19533,1194,54,155,162,547,28,3565,12211,25.33
Client_760,Food,Facebook,Carousel,Tips & Tricks,Tuesday,8,8085,311,13,25,43,163,5,2752,8456,4.52
Client_761,Education,Instagram,Static,Customer Story,Wednesday,18,5500,592,44,106,64,94,8,4969,9459,12.45
Client_762,Fashion,Facebook,Reel,Tips & Tricks,Saturday,10,21586,808,56,52,71,491,33,4957,19212,16.9
Client_763,Beauty,YouTube Shorts,Static,Product Education,Wednesday,21,23393,1058,83,152,84,125,13,3910,14894,21.27
Client_764,Fashion,Instagram,Static,Behind the Scenes,Saturday,12,6200,210,11,29,17,129,16,526,11330,4.67
Client_765,Fitness,Facebook,Reel,Customer Story,Thursday,17,15345,582,43,42,28,198,20,664,22087,10.78
Client_766,Fashion,Instagram,Static,Customer Story,Thursday,9,10467,919,68,68,113,87,3,2851,3581,15.71
Client_767,Food,YouTube Shorts,Carousel,Promotion,Tuesday,21,12528,575,21,80,39,216,21,3357,26124,11.25
Client_768,Education,YouTube Shorts,Static,Behind the Scenes,Monday,21,8881,696,22,98,54,224,28,2199,20926,14.38
Client_769,Fitness,YouTube Shorts,Carousel,Product Education,Friday,20,13151,948,20,61,106,127,5,3145,7773,12.91
Client_770,Education,YouTube Shorts,Static,Product Education,Wednesday,19,14207,1537,31,161,118,301,12,3432,8089,22.97
Client_771,Education,YouTube Shorts,Reel,Product Education,Thursday,20,31091,2876,183,320,192,717,73,4453,72198,59.26
Client_772,Technology,Instagram,Reel,Tips & Tricks,Monday,14,23693,2745,120,147,264,664,90,4793,45422,53.19
Client_773,Food,Instagram,Static,Customer Story,Sunday,8,6369,650,30,46,26,55,7,2968,4606,8.61
Client_774,Food,Instagram,Reel,Promotion,Monday,19,16273,1301,86,65,74,122,11,3728,12355,19.57
Client_775,Education,YouTube Shorts,Carousel,Promotion,Saturday,11,10210,598,45,60,45,123,13,3978,14419,11.1
Client_776,Fitness,Instagram,Carousel,Promotion,Saturday,19,24216,2656,81,213,212,424,12,3761,14864,39.05
Client_777,Beauty,Instagram,Reel,Promotion,Tuesday,8,14901,571,24,41,32,190,21,4437,8123,9.8
Client_778,Education,Instagram,Reel,Promotion,Saturday,16,10608,648,41,87,54,267,13,1554,15047,12.47
Client_779,Education,YouTube Shorts,Carousel,Product Education,Thursday,18,7786,445,15,58,47,195,16,3554,20663,8.62
Client_780,Beauty,Facebook,Static,Customer Story,Monday,20,7957,782,56,47,31,228,26,2612,15970,14.23
Client_781,Fitness,YouTube Shorts,Carousel,Promotion,Monday,15,9982,1079,51,60,114,142,11,2926,11577,16.87
Client_782,Fitness,Facebook,Reel,Customer Story,Wednesday,14,12898,732,16,47,88,235,18,1935,10430,12.0
Client_783,Fashion,Instagram,Static,Behind the Scenes,Saturday,15,15300,934,44,121,131,422,59,4788,52843,25.37
Client_784,Fashion,Instagram,Carousel,Customer Story,Monday,10,24967,2574,67,300,308,335,35,2973,27152,47.12
Client_785,Fashion,Instagram,Static,Customer Story,Saturday,18,6077,710,48,88,106,123,11,2496,10960,14.67
Client_786,Technology,YouTube Shorts,Carousel,Behind the Scenes,Sunday,22,28572,2858,104,392,304,792,88,2733,25775,62.68
Client_787,Food,Instagram,Carousel,Behind the Scenes,Wednesday,12,20153,1181,39,61,89,132,8,4273,10262,15.73
Client_788,Beauty,YouTube Shorts,Carousel,Tips & Tricks,Thursday,15,17237,1045,42,112,94,406,22,1892,23853,18.99
Client_789,Technology,Facebook,Reel,Tips & Tricks,Monday,18,15245,571,37,67,41,362,30,4328,9677,13.15
Client_790,Fitness,YouTube Shorts,Reel,Tips & Tricks,Wednesday,17,8458,825,30,121,122,121,11,3600,10592,16.12
Client_791,Fashion,Facebook,Reel,Behind the Scenes,Monday,17,7407,733,57,129,73,102,5,2784,5860,14.91
Client_792,Beauty,Instagram,Static,Customer Story,Friday,16,17959,1927,95,212,252,291,40,1955,28722,39.87
Client_793,Fashion,YouTube Shorts,Carousel,Promotion,Saturday,10,25010,2220,174,229,244,512,23,4623,12547,44.53
Client_794,Fitness,YouTube Shorts,Carousel,Product Education,Wednesday,17,24655,2127,129,369,90,493,61,3689,53903,47.23
Client_795,Food,Instagram,Carousel,Customer Story,Saturday,21,12841,1468,110,134,106,351,19,4277,15687,26.9
Client_796,Beauty,YouTube Shorts,Carousel,Behind the Scenes,Sunday,10,27016,1080,60,100,152,242,20,1072,5404,21.36
Client_797,Beauty,YouTube Shorts,Carousel,Tips & Tricks,Thursday,21,19667,2284,166,273,271,396,58,694,44480,52.26
Client_798,Beauty,Instagram,Carousel,Promotion,Sunday,21,6307,595,30,79,51,51,2,2650,6801,9.36
Client_799,Fashion,YouTube Shorts,Reel,Customer Story,Thursday,18,17455,1773,57,111,196,119,16,4526,18324,27.5
Client_800,Technology,Facebook,Carousel,Promotion,Wednesday,20,14461,1173,65,174,66,176,9,3538,10414,20.68
Client_801,Beauty,Facebook,Carousel,Behind the Scenes,Friday,18,10787,750,28,110,87,93,6,3647,4945,13.22
Client_802,Fashion,Instagram,Static,Customer Story,Tuesday,17,4316,409,26,73,34,88,4,3319,4912,7.31
Client_803,Fitness,YouTube Shorts,Carousel,Tips & Tricks,Wednesday,14,11541,1250,61,141,102,250,9,2341,6785,20.94
Client_804,Food,Instagram,Carousel,Tips & Tricks,Sunday,19,8918,553,26,93,77,231,30,4793,36940,14.38
Client_805,Beauty,Instagram,Carousel,Product Education,Thursday,18,8238,296,15,35,35,220,32,958,27266,8.76
Client_806,Fitness,Instagram,Reel,Customer Story,Sunday,19,13732,1471,49,210,87,404,25,2773,10131,26.32
Client_807,Beauty,Instagram,Reel,Tips & Tricks,Wednesday,8,14757,1220,66,134,120,362,24,1098,14742,23.61
Client_808,Fashion,Facebook,Reel,Promotion,Tuesday,9,15820,1326,50,67,115,437,50,4126,53895,24.89
Client_809,Fitness,YouTube Shorts,Static,Promotion,Monday,12,11896,884,27,102,85,342,22,4859,13882,16.26
Client_810,Technology,YouTube Shorts,Static,Tips & Tricks,Wednesday,18,9575,707,27,124,64,86,3,4039,5312,12.17
Client_811,Fashion,Facebook,Carousel,Tips & Tricks,Sunday,10,15759,1554,50,179,116,287,12,2958,19381,24.8
Client_812,Food,YouTube Shorts,Static,Behind the Scenes,Wednesday,10,15186,1529,108,197,87,439,64,3915,69278,35.76
Client_813,Food,Facebook,Carousel,Customer Story,Wednesday,10,8467,523,33,56,45,125,10,3810,6408,9.23
Client_814,Technology,YouTube Shorts,Reel,Promotion,Sunday,12,36348,1751,104,145,230,203,16,3632,13899,32.37
Client_815,Fitness,YouTube Shorts,Reel,Behind the Scenes,Friday,16,18721,741,25,68,68,431,37,876,42008,15.63
Client_816,Beauty,YouTube Shorts,Carousel,Behind the Scenes,Wednesday,17,7943,310,18,26,24,223,9,1600,10965,4.88
Client_817,Technology,YouTube Shorts,Carousel,Behind the Scenes,Sunday,10,24811,1190,30,97,122,597,36,4850,41483,21.82
Client_818,Beauty,Instagram,Reel,Product Education,Sunday,20,19108,2129,99,351,128,319,27,3228,14352,40.79
Client_819,Technology,YouTube Shorts,Static,Product Education,Tuesday,9,15188,1557,105,246,72,451,33,4081,13436,32.34
Client_820,Technology,YouTube Shorts,Carousel,Customer Story,Friday,13,8475,685,53,103,67,211,27,1218,26436,16.56
Client_821,Fitness,YouTube Shorts,Reel,Product Education,Sunday,18,18840,1354,99,242,76,249,12,3283,12891,27.23
Client_822,Beauty,YouTube Shorts,Carousel,Product Education,Thursday,17,26437,2763,58,219,240,303,17,3175,17264,40.31
Client_823,Beauty,YouTube Shorts,Reel,Tips & Tricks,Wednesday,22,15235,1516,49,111,65,305,40,1543,34975,24.77
Client_824,Fashion,Facebook,Carousel,Behind the Scenes,Saturday,11,7963,542,19,93,34,110,5,4101,4952,8.75
Client_825,Fashion,Facebook,Static,Behind the Scenes,Thursday,8,8148,390,25,49,20,238,21,4731,9188,8.42
Client_826,Food,Instagram,Carousel,Tips & Tricks,Wednesday,19,15383,752,19,87,69,272,39,632,13136,16.37
Client_827,Education,Facebook,Reel,Customer Story,Wednesday,12,12641,721,57,43,79,186,16,2750,18600,13.63
Client_828,Fashion,Instagram,Reel,Behind the Scenes,Friday,8,11490,489,23,26,51,117,13,2900,11588,7.95
Client_829,Food,Facebook,Reel,Behind the Scenes,Friday,10,11226,1131,24,86,95,160,20,3130,5791,17.37
Client_830,Technology,Instagram,Carousel,Product Education,Saturday,21,9729,332,14,42,32,87,2,2324,4127,4.55
Client_831,Fashion,Instagram,Carousel,Promotion,Thursday,21,22587,2419,165,121,223,620,37,3145,38537,43.16
Client_832,Technology,YouTube Shorts,Static,Product Education,Thursday,15,8098,402,11,69,26,57,2,3808,1940,5.67
Client_833,Food,Instagram,Carousel,Behind the Scenes,Saturday,18,14866,1749,105,205,181,402,48,1578,31537,37.94
Client_834,Technology,YouTube Shorts,Reel,Tips & Tricks,Saturday,22,23270,2021,136,358,84,485,63,2448,29395,46.58
Client_835,Technology,Instagram,Static,Promotion,Thursday,21,13014,1408,110,144,210,212,13,4103,7098,29.06
Client_836,Beauty,YouTube Shorts,Carousel,Customer Story,Tuesday,12,21969,2185,103,136,293,529,32,3493,22160,39.61
Client_837,Fitness,Instagram,Reel,Behind the Scenes,Thursday,21,10801,1016,28,96,91,203,28,4634,15464,18.2
Client_838,Fitness,Instagram,Reel,Behind the Scenes,Sunday,8,14387,1112,74,136,109,88,8,4919,8228,20.57
Client_839,Food,Facebook,Reel,Product Education,Saturday,10,21018,918,70,118,123,251,36,3783,23101,22.94
Client_840,Fitness,Facebook,Carousel,Promotion,Wednesday,10,3005,158,8,14,22,61,8,985,11545,2.5
Client_841,Food,Instagram,Carousel,Behind the Scenes,Sunday,20,12945,1141,49,85,150,87,12,2762,8004,19.35
Client_842,Fashion,YouTube Shorts,Static,Tips & Tricks,Saturday,10,8532,772,50,39,40,109,4,4359,5538,10.43
Client_843,Technology,Instagram,Static,Tips & Tricks,Thursday,10,5844,354,12,63,29,159,6,4321,8908,5.86
Client_844,Food,YouTube Shorts,Static,Promotion,Sunday,12,7500,284,18,49,38,82,10,4551,14602,6.08
Client_845,Education,Instagram,Static,Product Education,Sunday,20,11344,1088,80,144,82,245,14,3421,4795,21.12
Client_846,Fashion,YouTube Shorts,Carousel,Behind the Scenes,Friday,15,20213,1817,47,275,214,384,50,3578,47801,38.79
Client_847,Beauty,Facebook,Reel,Tips & Tricks,Monday,17,15538,630,41,61,71,428,34,3725,33816,15.14
Client_848,Technology,YouTube Shorts,Carousel,Promotion,Friday,21,19064,1967,113,297,223,107,10,697,11644,38.79
Client_849,Fashion,Facebook,Carousel,Product Education,Saturday,15,8875,541,42,44,48,54,4,2655,5463,8.65
Client_850,Food,YouTube Shorts,Static,Customer Story,Saturday,14,9309,986,70,92,106,218,28,2364,18577,20.79
Client_851,Fashion,YouTube Shorts,Reel,Promotion,Wednesday,17,15126,1483,47,239,138,203,16,3461,17656,27.5
Client_852,Food,Facebook,Reel,Product Education,Tuesday,17,22362,2080,111,308,206,334,37,2127,13506,43.51
Client_853,Beauty,YouTube Shorts,Static,Promotion,Sunday,12,13716,1069,46,181,54,396,50,2907,48570,24.91
Client_854,Fashion,Facebook,Reel,Promotion,Sunday,8,14972,1348,49,154,177,442,26,2350,19969,26.31
Client_855,Food,Instagram,Carousel,Behind the Scenes,Monday,21,20835,1402,74,173,119,545,54,3671,56898,31.38
Client_856,Beauty,Facebook,Carousel,Promotion,Wednesday,13,8245,512,39,34,68,244,14,4909,12842,10.03
Client_857,Fashion,YouTube Shorts,Static,Promotion,Friday,13,20635,1042,42,147,153,526,29,2704,24737,23.07
Client_858,Education,YouTube Shorts,Carousel,Promotion,Friday,14,6724,540,28,31,42,179,8,3403,4789,7.77
Client_859,Fitness,Facebook,Static,Product Education,Saturday,17,8046,794,22,80,89,102,11,2995,8373,12.95
Client_860,Fitness,YouTube Shorts,Carousel,Behind the Scenes,Sunday,16,6222,730,16,108,76,151,5,1021,7349,11.79
Client_861,Beauty,Instagram,Static,Behind the Scenes,Tuesday,17,8700,284,21,41,21,63,4,3673,7634,4.54
Client_862,Education,YouTube Shorts,Carousel,Behind the Scenes,Sunday,13,16197,1003,62,164,95,155,12,2356,7976,20.21
Client_863,Technology,Facebook,Reel,Tips & Tricks,Wednesday,8,4996,176,7,12,25,91,2,3651,1352,1.68
Client_864,Fitness,YouTube Shorts,Carousel,Product Education,Tuesday,11,23537,1168,47,190,163,470,46,4110,46212,28.74
Client_865,Fitness,Instagram,Carousel,Product Education,Friday,8,22615,2321,89,203,181,215,19,1316,16003,36.78
Client_866,Fitness,Instagram,Static,Customer Story,Thursday,22,18364,1846,141,252,87,204,9,4520,7289,33.66
Client_867,Fashion,Facebook,Reel,Promotion,Sunday,21,5772,220,13,37,22,130,12,4975,12542,4.69
Client_868,Technology,Facebook,Reel,Promotion,Sunday,11,16576,1100,46,125,103,216,19,3685,14773,19.92
Client_869,Technology,YouTube Shorts,Static,Product Education,Friday,21,7137,411,22,68,40,150,17,4876,5112,9.07
Client_870,Technology,Facebook,Reel,Customer Story,Friday,8,18875,1456,44,142,170,524,21,2021,26238,25.42
Client_871,Beauty,Facebook,Reel,Behind the Scenes,Thursday,11,16865,529,39,40,61,474,14,2469,15659,10.16
Client_872,Food,Facebook,Reel,Customer Story,Sunday,14,6942,582,33,48,82,152,17,3037,10036,11.58
Client_873,Education,YouTube Shorts,Reel,Promotion,Sunday,14,15261,1579,77,202,171,227,25,4179,11351,31.07
Client_874,Fashion,YouTube Shorts,Reel,Product Education,Tuesday,22,15010,1175,35,171,170,343,38,2833,32708,26.4
Client_875,Technology,YouTube Shorts,Carousel,Product Education,Sunday,9,12623,1458,77,167,78,377,32,1395,13521,27.16
Client_876,Fashion,Facebook,Reel,Product Education,Sunday,19,8700,742,34,50,78,52,7,2048,8975,11.26
Client_877,Beauty,Facebook,Reel,Tips & Tricks,Monday,10,21351,2411,98,183,267,315,15,2890,12026,39.29
Client_878,Food,Instagram,Static,Behind the Scenes,Wednesday,18,15504,561,19,66,56,133,19,964,7449,10.74
Client_879,Education,YouTube Shorts,Static,Product Education,Friday,19,13232,838,23,53,55,192,18,3674,23310,12.41
Client_880,Fashion,Instagram,Static,Product Education,Friday,16,5937,618,30,76,50,131,10,2446,13508,10.62
Client_881,Fitness,Facebook,Carousel,Promotion,Thursday,22,10441,1139,38,99,137,303,23,2607,27832,20.46
Client_882,Technology,YouTube Shorts,Reel,Promotion,Sunday,12,26338,1762,128,283,261,214,22,2204,18079,40.64
Client_883,Education,Facebook,Static,Promotion,Thursday,14,7164,425,18,61,26,74,3,2094,6409,6.13
Client_884,Education,YouTube Shorts,Carousel,Customer Story,Saturday,12,10631,768,40,83,107,307,41,3876,14015,19.06
Client_885,Food,Facebook,Static,Behind the Scenes,Saturday,14,8059,925,19,71,94,75,11,1776,13258,13.59
Client_886,Fitness,Instagram,Reel,Promotion,Wednesday,15,16313,1609,79,208,199,297,31,789,29997,33.4
Client_887,Fashion,Instagram,Reel,Product Education,Sunday,21,8410,489,36,37,27,86,11,3473,12352,8.08
Client_888,Fitness,Facebook,Carousel,Customer Story,Saturday,10,7968,814,24,133,47,63,8,3856,7897,13.36
Client_889,Fitness,YouTube Shorts,Carousel,Customer Story,Saturday,21,27753,3193,238,199,141,749,64,4406,27299,57.7
Client_890,Fitness,YouTube Shorts,Carousel,Promotion,Friday,17,6650,780,59,96,107,197,26,1064,12311,18.45
Client_891,Fitness,Facebook,Static,Promotion,Tuesday,9,10712,603,40,91,47,316,28,3922,14835,14.29
Client_892,Technology,Instagram,Static,Customer Story,Friday,22,4614,514,11,41,37,74,6,831,6926,6.46
Client_893,Beauty,Instagram,Carousel,Tips & Tricks,Monday,10,5349,169,7,28,13,31,3,3573,4783,1.99
Client_894,Fitness,Facebook,Carousel,Customer Story,Tuesday,13,12050,891,32,150,125,85,9,3110,14356,17.55
Client_895,Fashion,Instagram,Reel,Product Education,Tuesday,9,13503,592,40,89,79,70,2,3294,2858,11.15
Client_896,Food,YouTube Shorts,Static,Promotion,Saturday,21,22230,878,23,124,54,525,20,1251,20450,15.51
Client_897,Fashion,Facebook,Static,Behind the Scenes,Tuesday,8,7470,644,20,100,75,129,14,4343,12464,12.45
Client_898,Fashion,Facebook,Reel,Tips & Tricks,Monday,9,7798,334,17,58,39,176,6,2032,9340,6.13
Client_899,Food,Instagram,Carousel,Tips & Tricks,Wednesday,17,18509,1030,46,161,124,338,36,2561,20689,23.9
Client_900,Fashion,Instagram,Reel,Promotion,Wednesday,22,8723,324,21,46,13,205,8,3461,12672,5.38
Client_901,Beauty,Instagram,Static,Customer Story,Saturday,21,12364,1196,58,137,148,158,23,2058,15919,23.76
Client_902,Food,Instagram,Static,Customer Story,Thursday,15,16101,1154,85,125,64,382,30,700,35462,23.13
Client_903,Technology,Facebook,Static,Behind the Scenes,Thursday,13,8092,902,26,156,57,43,3,2719,3405,14.5
Client_904,Fashion,Facebook,Carousel,Behind the Scenes,Wednesday,21,7549,355,20,40,31,198,17,989,11255,7.27
Client_905,Fashion,Facebook,Static,Promotion,Friday,12,5481,629,42,65,26,69,3,3044,6364,9.23
Client_906,Fitness,Instagram,Static,Behind the Scenes,Friday,12,12941,1328,95,130,194,85,7,3916,5229,25.66
Client_907,Technology,YouTube Shorts,Reel,Customer Story,Saturday,22,18990,1518,82,141,93,155,10,2375,14606,24.08
Client_908,Fitness,Instagram,Reel,Promotion,Friday,15,7043,769,33,53,57,128,10,2679,6862,11.33
Client_909,Education,Instagram,Carousel,Behind the Scenes,Wednesday,21,6934,347,7,33,37,132,16,3121,14509,6.22
Client_910,Fitness,YouTube Shorts,Reel,Behind the Scenes,Friday,17,9980,960,30,147,68,247,19,589,12683,17.63
Client_911,Food,Instagram,Carousel,Product Education,Monday,18,18809,1351,100,93,147,355,35,3073,14840,27.66
Client_912,Education,Facebook,Reel,Tips & Tricks,Thursday,12,15760,930,19,52,70,266,12,3572,9964,12.37
Client_913,Beauty,Facebook,Static,Customer Story,Thursday,10,10435,917,36,136,40,185,21,1580,16441,16.72
Client_914,Fashion,Instagram,Reel,Product Education,Friday,10,15875,1865,75,193,228,274,26,4798,20819,34.67
Client_915,Beauty,Instagram,Static,Product Education,Sunday,11,15756,1554,112,123,71,348,11,2347,8487,24.98
Client_916,Fashion,Instagram,Reel,Behind the Scenes,Sunday,10,26753,1735,100,176,166,327,10,3899,8686,30.25
Client_917,Fashion,Instagram,Static,Product Education,Tuesday,11,19276,1184,29,194,113,495,38,1747,30422,25.19
Client_918,Beauty,YouTube Shorts,Static,Customer Story,Wednesday,16,14981,664,21,85,50,197,12,1476,13329,11.06
Client_919,Education,Instagram,Carousel,Tips & Tricks,Saturday,18,21770,1053,28,105,54,616,33,2946,38121,18.43
Client_920,Fitness,Facebook,Carousel,Promotion,Monday,18,12287,608,13,31,79,325,17,3683,19460,9.89
Client_921,Education,Facebook,Static,Behind the Scenes,Thursday,15,10220,1037,62,178,50,78,2,755,2177,18.06
Client_922,Fashion,Facebook,Reel,Customer Story,Thursday,14,7016,244,8,18,21,188,7,3920,6616,3.11
Client_923,Technology,Instagram,Reel,Customer Story,Tuesday,12,24965,1019,59,177,129,674,95,1930,26002,34.32
Client_924,Fashion,YouTube Shorts,Reel,Promotion,Sunday,22,30332,1655,35,203,77,676,37,3756,38019,28.15
Client_925,Fashion,Instagram,Carousel,Promotion,Sunday,15,18514,1516,34,88,188,222,14,4425,8587,22.84
Client_926,Fashion,YouTube Shorts,Carousel,Behind the Scenes,Tuesday,19,6063,725,16,89,97,115,13,2396,13153,12.94
Client_927,Technology,Facebook,Reel,Tips & Tricks,Wednesday,15,14902,947,70,136,94,193,20,3834,13313,20.47
Client_928,Education,Facebook,Carousel,Customer Story,Sunday,12,16340,1595,79,192,127,258,26,1627,18278,29.77
Client_929,Beauty,Facebook,Carousel,Tips & Tricks,Sunday,18,17577,1070,80,190,59,238,25,1806,32724,23.6
Client_930,Food,Instagram,Static,Promotion,Monday,21,14983,1785,93,209,184,170,16,1849,17969,32.84
Client_931,Beauty,YouTube Shorts,Carousel,Promotion,Monday,13,18942,1460,100,114,114,287,34,1371,20070,28.07
Client_932,Food,YouTube Shorts,Reel,Product Education,Sunday,16,13412,1507,92,135,185,168,9,1291,11320,27.04
Client_933,Fashion,Instagram,Reel,Customer Story,Monday,11,13856,504,17,87,43,193,15,2959,12191,9.93
Client_934,Technology,Instagram,Carousel,Promotion,Friday,17,20677,1724,104,305,163,285,17,4379,22370,35.96
Client_935,Fitness,Instagram,Carousel,Tips & Tricks,Friday,22,16503,1972,84,345,243,118,7,1254,4348,38.96
Client_936,Beauty,YouTube Shorts,Static,Product Education,Thursday,14,20623,2445,53,220,306,543,30,3863,10494,41.66
Client_937,Beauty,Instagram,Static,Product Education,Friday,15,5811,416,25,41,58,124,4,1463,8089,6.9
Client_938,Education,Instagram,Carousel,Customer Story,Sunday,10,6304,377,10,26,49,62,5,546,4676,5.06
Client_939,Education,Instagram,Carousel,Behind the Scenes,Tuesday,13,24122,1220,56,172,171,181,8,693,9648,23.47
Client_940,Technology,YouTube Shorts,Carousel,Product Education,Saturday,16,23808,942,45,81,95,370,13,2652,17853,15.95
Client_941,Education,Facebook,Static,Behind the Scenes,Tuesday,9,4523,367,21,39,54,64,3,1047,4693,5.94
Client_942,Fitness,Facebook,Reel,Tips & Tricks,Monday,11,6767,284,17,14,13,167,7,2678,10289,3.56
Client_943,Fashion,Facebook,Reel,Customer Story,Tuesday,21,20158,947,45,106,48,296,31,4935,35579,18.19
Client_944,Food,YouTube Shorts,Reel,Tips & Tricks,Tuesday,21,28527,3397,82,242,370,437,45,2346,51515,55.55
Client_945,Education,Instagram,Carousel,Product Education,Sunday,13,17931,1621,122,163,172,478,57,1543,46354,37.6
